A_COMMENTS,CAPTION,CARDINALITY,CREATION_DATE,HINT,LAST_UPDATE,RELATION,SOURCE_CLASS,SOURCE_CLASS_CAPTION,TARGET_CLASS
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Annotation,Annotation,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Application,Application,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ComplianceControlSet,Compliance Control Set,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,TacticalBusinessSupport,Tactical Business Support,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ComponentGroup,Component Group,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ContractGroup,Contract Group,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,PlatformCatalogElement,Standard Platform Catalog Element,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ComponentCatalog,Component Catalog,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionApplication,Solution Application,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SalesChannel,Sales Channel,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ICTObject,ICT Object,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ITStrategy,IT Strategy,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Principle,Principle,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,FunctionalModule,Functional Module,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionBusinessProcessModel,Solution Business Process Model,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,VendorProductCategory,Vendor Product Category,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,DomainGroup,Domain Group,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Deployment,Deployment,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,StandardPlatformCategory,Standard Platform Category,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,BlockoutCalendar,Enterprise Calendar,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ValueNode,Value Node,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionDomainProject,Solution Domain Project,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ITMasterPlanMap,Master Plan Map,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionPeripheral,Solution Peripheral,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ICTObjectCatalogElement,ICT Object Catalog Element,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Technology,Technology,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,MasterPlatform,Master Platform,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,10/14/2024 15:34,ResponsibleUser,ServiceProductGroup,Service Group,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,BusinessFunction,Business Function,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,CostCentreGroup,Cost Center Group,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,RiskObject,Risk Object,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionBusinessSupport,Solution Business Support,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,OrgaUnit,Organization,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Brand,Brand,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,BFCategory,Business Function Category,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,VendorProduct,Vendor Product,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Threat,Threat,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,BusinessProcess,Business Process,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ITCapabilityMapFolder,Technology Support Map Folder,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Bucket,Bucket,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Stack,Stack,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,BusinessDocument,Business Document,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Peripheral,Peripheral,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,BusinessCapabilityMap,Capability Map,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,11/25/2024 10:57,ResponsibleUser,BusinessObject,Business Object,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionBusinessProcess,Solution Business Process,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,CustomerSegment,Customer Segment,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,PersonCalendar,Personal Calendar,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,PlatformTier,Platform Tier,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,DemandGroup,Demand Group,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SystemBuildingBlock,Solution Building Block,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Migration,Migration,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,VMMeasureCategory,Measure Type Category,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,SolutionDomain,Solution Domain,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,Glossary,Glossary,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,ProposedInformationFlow,Proposed Information Flow,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,StrategicBusinessSupport,Strategic Business Support,Person
,Authorized User,1/N,12/15/2021 15:39,This person is typically the owner and is responsible for maintaining the data.,7/15/2024 16:05,ResponsibleUser,PlatformTemplate,Platform Template,Person
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,CentraSite_DBConnection,CentraSite Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,EA_MMLocalDatasetsConnection,Analytics Dashboard Data Provider,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,JIRA_DBConnection,JIRA Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,Apigee_DBConnection,Apigee Data Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,Apptio_DBConnection,Apptio Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,ARIS_DBConnection,ARIS Database Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,webMethodsTN_DBConnection,webMethods Trading Networks Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,APIPortal_DBConnection,API Portal Data Connection,UserGroup
,Authorized User Group,N/N,12/15/2021 15:39,The user groups who have access permissions to the object in EA_MM.,12/15/2021 15:39,ResponsibleUserGroups,AzureDevOps_DBConnection,Azure DevOps Database Connection,UserGroup
